id,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_9,barriers_13,productivity_1
1425,0,0,0,0,0,0,0,-20
1426,0,2,0,0,2,2,2,50
1427,1,2,1,0,1,1,0,30
1428,0,0,-1,0,0,0,0,50
1429,1,0,1,0,0,0,0,50
1430,2,1,0,0,0,0,0,20
1431,0,2,0,2,2,2,2,40
1432,0,1,2,0,2,1,0,30
1433,1,0,0,0,0,0,1,50
1434,0,0,0,0,0,0,0,30
1435,0,1,0,0,0,0,0,0
1436,-1,0,0,0,0,0,0,50
1437,1,1,2,0,0,1,2,30
1438,2,2,2,2,2,0,-2,20
1439,0,0,0,0,0,0,0,0
1440,0,-1,-1,-2,-2,0,-1,0
1441,2,1,2,1,2,0,-2,-20
1442,0,0,0,0,0,0,1,50
1443,0,1,1,0,-1,0,0,-20
1444,0,0,0,0,0,0,0,-20
1445,2,1,0,0,0,1,-2,30
1446,0,0,0,0,0,0,-2,30
1447,0,2,1,-1,1,-1,-1,10
1448,0,0,-1,0,-1,0,0,-10
1449,0,0,-1,-1,0,0,0,-20
1450,1,2,1,1,2,1,2,50
1451,2,2,0,0,1,0,-2,0
1452,0,0,0,0,0,0,0,50
1453,0,0,0,0,0,0,0,0
1454,2,2,0,1,1,0,2,50
1455,0,2,2,2,1,1,0,50
1456,0,0,0,0,0,0,0,50
1457,1,1,-1,-1,1,2,0,50
1458,2,1,2,1,0,2,1,50
1459,0,0,0,0,0,0,0,50
1460,1,1,0,0,1,0,0,0
1461,1,1,1,1,1,1,1,10
1462,0,0,0,0,0,0,0,50
1463,-1,0,0,0,-1,0,0,40
1464,1,1,0,0,0,1,0,40
1465,1,1,1,2,0,2,2,0
1466,-1,0,0,0,0,0,0,-20
1467,1,0,1,0,0,1,1,0
1468,0,1,2,2,0,0,0,50
1469,0,1,0,0,0,0,0,-10
1470,0,0,0,0,0,0,-2,50
1471,-1,0,-2,-2,-1,1,0,-20
1472,1,1,1,2,0,1,2,-30
1473,1,0,0,0,2,0,0,-10
1474,1,0,1,0,1,1,1,-10
1475,0,0,0,0,0,0,0,30
1476,0,0,1,0,0,0,0,10
1477,0,0,0,0,0,0,0,0
1478,0,-1,0,1,2,0,-1,40
1479,0,1,0,0,0,0,-1,10
1480,-1,1,0,0,0,-1,0,-10
1481,-2,0,0,0,0,0,0,-10
1482,-1,-1,-2,1,0,0,0,10
1483,0,1,2,0,-1,-1,2,10
1484,-1,-1,0,0,0,0,0,40
1485,0,-1,0,-1,-1,-1,-2,30
1486,2,2,2,0,1,0,0,50
1487,1,1,1,0,0,1,1,40
1488,0,0,0,0,2,1,0,-20
1489,2,0,0,0,0,0,2,20
1490,-1,0,0,0,0,0,0,0
1491,0,0,-1,2,2,0,0,0
1492,1,1,1,1,1,0,1,30
1493,1,0,0,0,1,1,1,30
1494,-1,0,0,0,-1,0,0,0
1495,1,1,1,0,-1,0,0,40
1496,-1,1,-1,-1,-1,-1,1,10
1497,1,-1,0,0,-1,0,0,20
1498,-1,0,0,0,-1,-1,2,30
1499,0,0,0,-1,0,0,0,40
1500,0,0,0,0,1,-2,-2,50
1501,2,1,2,0,-1,0,0,0
1502,0,0,0,0,-1,0,0,0
1503,2,2,0,0,2,1,0,-20
1504,-2,-2,-1,-1,-1,-2,-1,40
1505,-1,0,1,1,1,1,1,40
1506,0,0,0,0,0,0,0,20
1507,0,0,1,0,0,0,0,50
1508,1,1,0,0,1,1,1,30
1509,0,0,-1,-1,0,0,0,0
1510,0,0,0,0,0,0,0,0
1511,0,0,0,0,0,0,0,0
1512,0,0,0,0,0,0,0,20
