barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_7,barriers_8,barriers_9,barriers_10,barriers_11,barriers_12,barriers_13,barriers_14,barriers_15,barriers_16,id,productivity_1
0,1,0,1,-1,0,-1,2,0,0,0,-1,0,0,0,0,1074,20
0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1075,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,30
-2,0,1,1,-1,0,-1,1,0,0,1,1,0,0,0,0,1078,40
0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1079,0
0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,1080,-10
2,0,1,0,0,1,0,0,1,2,1,0,0,0,0,1,1081,0
0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1082,20
0,0,0,2,0,0,0,0,2,0,1,2,2,2,2,0,1083,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,-30
0,0,0,0,0,-1,0,0,0,-2,0,-1,1,0,0,0,1085,-30
1,1,1,1,0,1,1,0,-1,0,0,0,0,0,0,0,1086,50
0,0,0,1,0,0,-1,1,0,0,-1,-1,0,0,0,-1,1087,20
1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1088,10
0,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0,0,1089,20
0,0,0,0,-2,0,-1,0,0,0,0,1,-1,0,0,1,1090,30
0,0,0,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,0,-1,1091,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1092,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,50
1,0,0,1,1,-1,1,0,1,1,0,1,1,0,1,1,1095,50
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1096,40
1,-1,1,-1,-2,-1,-1,0,-1,-2,0,0,0,0,-1,1,1097,-20
0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,1098,50
1,2,1,0,1,2,1,2,1,1,2,0,2,1,1,1,1099,30
2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1100,30
1,-2,-1,-2,0,-2,0,0,0,0,-2,1,1,1,0,-1,1101,30
2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,1102,10
-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1103,50
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1104,0
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1105,50
1,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1106,40
0,0,-1,2,-2,-2,-1,0,0,1,-2,-2,0,2,1,1,1107,40
0,0,1,1,0,0,-1,1,0,0,0,-1,1,0,0,-1,1108,-30
0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1109,50
1,2,2,1,1,-1,2,0,2,2,2,2,2,2,1,2,1110,50
0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1111,20
0,-1,-1,-1,1,1,-1,-1,0,0,1,-2,0,-1,2,0,1112,40
2,1,2,0,0,0,-1,1,0,0,1,-1,0,0,1,0,1113,20
-1,0,0,1,1,0,0,0,-1,-1,0,0,1,-1,-1,1,1114,50
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1115,20
0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1116,50
1,-1,-1,0,0,-1,0,0,-1,0,0,1,1,0,0,0,1117,-30
-2,-1,0,-1,1,0,-1,2,0,-1,1,1,0,-1,-2,-1,1118,10
0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1119,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,1121,50
0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1122,30
-1,0,1,1,1,1,1,-1,1,1,0,1,1,-2,1,-1,1123,20
0,1,1,1,-1,2,0,-2,1,0,-2,1,-1,0,0,0,1124,-30
2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1125,30
0,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,1126,20
0,0,0,0,0,0,0,0,0,0,1,1,-1,1,2,2,1127,10
1,2,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1128,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,50
0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1130,0
1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1131,40
-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,1132,30
2,2,2,2,-1,2,2,2,0,0,-1,-1,0,-1,-2,0,1133,30
0,1,-2,0,0,-2,0,-2,-2,0,0,0,2,0,1,-2,1134,30
0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,-1,1135,0
2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1136,30
-1,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,-2,-2,0,1137,50
2,1,2,2,1,0,2,2,2,2,2,0,2,1,2,2,1138,30
1,-2,-1,-2,-2,0,0,-1,-1,-1,0,0,0,0,-2,1,1139,-20
-1,-1,-1,1,-1,0,0,-1,0,0,0,0,-1,1,0,0,1140,0
2,1,2,2,2,1,2,2,2,2,0,1,2,2,2,2,1141,40
-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-2,-2,-1,-2,-1,-1,1142,30
0,0,1,2,0,-1,-2,1,0,-1,-1,0,0,0,0,1,1143,10
0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1144,20
1,0,1,0,0,0,-1,1,0,0,0,-1,0,0,0,0,1145,0
0,0,1,1,0,1,2,0,1,0,0,1,-1,0,1,2,1146,-10
0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,1147,-10
1,0,1,0,0,1,0,0,-1,0,-1,0,0,1,0,2,1148,20
0,1,-1,0,-2,2,2,0,-1,-2,0,0,-2,0,0,-1,1149,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1150,50
0,-1,-1,0,-2,-1,0,1,0,0,0,-1,-1,0,0,0,1151,-20
2,-1,0,1,2,1,-1,1,1,1,1,2,1,1,0,2,1152,40
-1,1,-1,-1,-2,0,-1,0,0,0,0,-1,-1,0,1,-1,1153,30
0,0,1,0,0,0,0,-1,0,0,2,2,1,0,0,0,1154,50
2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1155,30
2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1156,50
-1,-1,1,0,1,1,-1,0,1,0,-2,1,0,-1,-1,0,1157,20
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,2,1158,20
0,0,0,-2,0,0,-2,-1,0,0,-1,-2,0,0,0,0,1159,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,-20
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1162,0
0,1,-1,-1,-2,0,-1,1,0,0,0,-1,0,1,0,1,1163,-10
1,0,0,0,0,0,-2,-1,0,0,0,-1,0,-1,0,1,1164,0
0,0,0,0,0,0,0,0,1,0,0,-2,1,0,0,0,1165,-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,50
0,0,0,0,-1,0,0,-1,0,0,0,0,0,-2,0,-2,1167,20
1,2,2,1,-1,1,-1,1,1,1,-2,-2,0,1,0,0,1168,20
0,1,0,0,0,0,0,0,1,1,1,-1,-1,1,0,1,1169,50
2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1170,30
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1171,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,50
1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1173,30
0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1174,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,0
-1,0,1,1,0,0,1,1,0,0,2,1,-1,0,1,0,1177,0
0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1178,50
-1,-2,0,-2,-1,0,0,-1,2,0,-1,-2,1,-1,0,-2,1179,-20
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1180,20
2,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1181,30
1,0,-1,-2,-1,0,0,-1,-1,-2,1,-1,0,0,-2,0,1182,-20
1,1,1,1,2,1,0,1,0,0,1,2,0,1,1,2,1183,50
-1,2,1,1,0,0,-1,0,-1,-1,-1,-2,0,0,1,-2,1184,-40
1,1,2,1,1,0,1,-1,2,0,1,1,1,2,1,1,1185,30
0,-1,-1,-1,0,-1,-1,1,0,-1,1,-2,-1,-1,0,0,1186,-50
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1187,10
0,1,2,-1,-2,1,-2,0,0,-2,1,-2,0,0,1,-2,1188,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0
0,1,2,2,0,0,2,1,1,2,1,1,2,1,0,2,1192,30
1,2,1,1,-1,2,0,1,1,2,-1,1,2,2,2,1,1193,20
2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1194,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,50
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1196,30
0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,1197,30
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1198,20
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1199,0
0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1200,10
1,0,1,0,2,-1,0,0,0,1,-1,1,0,0,0,0,1201,40
0,0,0,-1,-1,0,1,-1,-1,-1,0,-1,-2,0,-2,-1,1202,40
0,1,1,1,0,1,-1,-1,0,0,1,-1,1,1,1,-1,1203,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,50
-2,-2,-1,-2,-1,-1,-2,-1,0,-2,-2,-2,-2,-1,-2,-2,1206,40
2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1207,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,30
-1,0,-1,0,-2,0,0,0,-1,0,0,-1,0,-2,0,-2,1209,0
2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1210,30
2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1211,30
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1212,50
0,0,1,1,1,1,0,0,0,1,1,2,2,1,1,1,1213,20
0,2,0,-1,1,0,0,1,0,0,-2,-2,-2,0,0,2,1214,0
2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,1215,50
0,0,-2,0,1,-1,-1,-1,0,-1,0,-1,0,0,0,0,1216,30
0,0,0,1,0,0,0,1,0,0,0,0,-1,0,0,1,1217,30
0,0,1,-1,-1,0,-1,-1,0,-1,0,-1,-1,0,0,0,1218,10
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1219,20
0,0,-1,-1,0,-1,0,1,0,0,1,2,-1,2,0,1,1220,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1224,0
0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,-1,1,1225,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,50
0,2,2,0,0,2,0,0,2,0,0,2,0,2,0,1,1227,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1228,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,40
0,0,1,0,-2,0,0,0,0,-1,1,1,1,0,1,0,1230,40
0,0,-1,-1,0,-1,0,1,1,0,1,2,0,0,2,2,1231,30
-2,-1,-1,-1,-2,-1,-1,-2,-1,-1,-1,-1,0,0,-1,-1,1232,0
1,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,1,1233,40
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1234,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,-20
0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,1236,0
0,1,0,-1,0,0,0,0,-1,-2,0,0,-2,0,0,0,1237,30
0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-2,1238,50
-2,0,0,-1,-1,-2,-1,0,-1,-2,-1,-2,0,-1,-1,0,1239,40
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1240,30
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1241,0
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1242,0
-2,0,0,0,-1,0,0,-2,-1,0,0,1,-2,0,0,1,1243,30
0,0,2,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1244,0
0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1245,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,0
-1,0,-1,0,0,0,0,0,0,-1,0,-1,-2,1,-1,0,1247,-20
0,0,1,1,0,0,0,0,1,0,0,0,-1,0,0,0,1248,30
0,0,1,2,0,0,0,1,1,0,1,0,2,0,0,0,1249,0
0,0,1,1,0,0,0,1,-1,1,0,-2,-1,-1,0,0,1250,-10
0,0,0,0,-2,0,0,2,0,0,0,0,-2,0,0,0,1251,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,30
1,0,0,0,0,-1,-2,0,0,-1,0,-2,1,1,1,0,1253,-30
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,-20
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1255,20
0,0,0,0,0,0,0,0,0,0,2,0,-1,2,0,0,1256,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,-30
0,0,1,2,0,0,0,1,0,0,0,1,-1,0,1,0,1258,0
2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1259,50
1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1260,0
0,0,-1,-2,0,-1,-1,1,0,-1,-2,-1,0,0,1,0,1261,20
0,0,-1,-2,-2,-2,-1,0,-1,-1,-2,-1,-1,0,0,0,1262,0
2,0,0,0,0,-1,0,-2,0,0,-1,0,0,-2,0,0,1263,50
0,-2,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1264,0
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1265,-20
2,2,1,1,0,2,1,-1,2,2,0,1,-2,0,0,-1,1266,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,20
0,0,0,0,1,1,1,0,0,0,1,2,0,2,0,2,1269,30
1,0,0,1,-1,0,0,0,0,1,0,0,1,0,1,1,1270,30
0,-1,1,1,0,1,0,0,0,0,0,-1,0,0,0,0,1271,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,20
0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1273,50
0,0,0,0,0,0,-1,0,0,0,0,-2,0,-1,0,0,1274,-20
0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1275,0
0,0,0,-1,-1,-1,-2,2,0,1,1,1,0,1,1,0,1276,-40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,50
0,0,-1,-1,-1,-1,0,0,0,0,0,1,-2,0,0,0,1278,20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1279,20
0,-1,-2,-1,-2,-1,-1,0,0,0,-1,-1,0,0,0,0,1280,40
0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,-1,0,1281,0
2,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1282,0
-1,0,-1,0,-1,0,0,0,0,0,0,1,-1,1,0,1,1283,50
2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1284,50
2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1285,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,50
0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1287,0
-1,0,0,-1,0,-1,-1,1,-2,0,-2,0,0,0,0,1,1288,10
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1289,0
0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,1290,50
0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,1291,10
0,0,0,0,-1,0,-1,2,0,-1,2,-1,0,1,0,2,1292,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,0
1,0,-1,0,-1,-1,0,-1,-2,0,1,0,0,1,0,1,1295,50
-1,-1,0,-1,0,0,-1,0,-2,0,-1,0,0,-1,0,0,1296,-10
0,0,1,1,0,0,0,0,0,-1,1,0,-1,0,0,0,1297,-20
0,0,0,0,0,0,-1,0,0,-2,0,-2,0,0,0,-1,1298,-40
0,-1,-1,1,1,-1,-1,-1,0,0,-1,0,1,0,0,0,1299,30
0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,1300,50
0,-1,-2,-2,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,1301,20
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1302,50
0,-1,0,1,1,2,-1,-1,0,1,0,1,2,0,-1,0,1303,20
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1304,30
0,0,-2,-1,-2,-1,-1,-1,0,-1,0,-1,-2,0,0,0,1305,-10
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,0
0,0,1,1,2,2,0,0,0,0,0,0,1,0,2,1,1307,0
0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1308,10
0,0,0,1,0,1,-1,0,0,0,0,-1,0,0,0,0,1309,20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1310,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,30
0,-1,1,0,0,0,-1,2,0,-1,1,0,0,0,0,0,1313,-20
0,0,0,0,0,0,-2,0,0,0,0,-1,-1,0,0,0,1314,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,0
0,0,1,-1,0,0,0,1,0,0,0,0,-1,0,0,1,1316,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1317,20
0,-1,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1318,0
0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1319,20
-1,0,0,-1,-2,0,0,0,0,0,0,0,-2,0,0,0,1320,30
0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1321,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1322,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,0
0,1,0,0,0,0,-1,-2,0,0,0,0,0,0,2,0,1324,-50
0,0,1,0,0,-1,0,1,0,-2,-1,-1,0,0,0,-1,1325,20
0,0,2,0,0,0,0,0,2,0,0,0,0,-1,0,-1,1326,20
0,-1,-1,0,2,0,0,0,0,0,0,1,0,0,0,0,1327,10
0,0,2,1,-2,1,0,0,0,0,1,-2,-1,1,1,1,1328,40
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1329,40
0,0,0,2,0,0,-1,-1,0,0,1,1,1,0,1,0,1330,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,50
0,0,1,0,0,0,0,0,1,-1,1,0,0,1,1,1,1332,-30
1,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,0,1333,10
-2,0,0,0,-2,-1,0,-2,0,0,-1,-2,-2,0,0,0,1334,20
0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1335,0
-1,-2,0,-1,0,-1,-2,-2,0,0,0,0,-1,0,0,0,1336,50
0,-2,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1337,0
0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,1338,30
0,0,2,1,1,2,0,-1,1,1,0,0,2,0,1,1,1339,20
2,1,2,1,2,1,1,2,1,0,1,2,1,1,0,2,1340,30
0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,1341,20
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1342,40
0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,1,0,1343,30
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1344,50
1,0,0,-1,0,0,-1,1,0,0,1,-1,0,1,0,0,1345,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,0
0,1,1,0,2,1,1,1,2,2,0,1,1,1,0,1,1347,30
2,1,0,-1,0,0,-1,0,0,0,-1,1,0,0,-1,0,1348,20
1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1349,50
1,2,1,0,-1,1,0,1,1,-1,0,-1,-1,1,0,0,1350,10
0,0,0,1,0,0,0,1,1,0,0,-1,2,0,1,2,1351,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1352,0
0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1353,50
0,0,1,1,0,0,-1,1,0,1,0,-1,0,0,0,-1,1354,20
2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,2,1355,-50
1,0,0,1,0,-1,-1,0,0,0,1,1,0,1,1,1,1356,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1358,0
0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1359,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,-20
2,0,1,1,0,-1,0,-1,0,0,1,0,2,1,-1,2,1361,30
1,2,2,0,1,1,0,-2,2,0,1,1,0,1,-2,2,1362,50
2,0,-1,0,0,-1,0,-2,0,0,1,-1,0,0,0,0,1363,-30
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1364,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,30
1,2,1,1,1,2,0,0,1,0,1,1,1,1,1,1,1366,30
1,0,0,0,0,0,2,-1,1,1,0,0,0,-2,0,0,1367,0
1,0,0,1,0,0,1,0,1,1,1,0,-1,1,1,0,1368,20
1,0,0,-1,-1,-1,-2,1,0,0,0,-1,0,0,0,2,1369,50
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1370,50
0,0,1,2,-1,1,0,2,0,0,2,-2,2,0,2,0,1371,-10
0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1372,30
1,1,0,2,1,1,2,0,0,1,2,1,1,-1,0,0,1373,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,-20
1,2,0,1,0,2,0,0,1,0,1,1,0,0,0,2,1375,20
0,0,1,1,0,0,0,1,1,0,2,0,0,2,1,2,1376,20
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1377,0
0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1378,30
0,-2,-1,0,-2,-2,0,-2,-2,-1,0,-1,-2,1,-2,-1,1379,0
-1,-1,-1,-1,0,0,0,-2,0,0,0,0,-1,-2,0,0,1380,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,-50
0,0,0,-1,0,0,-1,-1,1,0,0,-1,0,0,0,1,1382,20
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1383,-10
2,2,0,0,2,1,1,1,0,0,0,-1,1,1,-2,0,1384,50
0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1385,50
1,0,2,0,0,0,0,0,0,0,-1,0,2,0,2,0,1386,40
0,-1,-1,0,0,1,0,0,0,0,1,1,1,0,0,1,1387,10
1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1388,20
0,0,0,1,1,0,0,1,0,0,0,2,0,2,1,1,1389,50
0,-2,0,1,0,-1,-2,0,0,1,-1,1,0,0,0,1,1390,0
0,0,1,0,1,0,0,-1,0,0,0,2,0,2,1,1,1391,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,0
0,0,0,1,0,1,-2,-2,-1,0,1,-1,0,1,1,0,1394,-20
2,0,0,1,0,0,-1,-1,0,2,2,-1,2,1,0,2,1395,-10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1396,50
0,-1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1397,20
1,2,-1,0,0,1,0,2,0,0,2,1,-1,2,1,1,1398,0
0,-1,0,-1,1,1,0,1,0,-2,-2,1,-2,1,0,2,1399,20
2,2,2,2,2,2,2,2,2,1,0,0,0,1,0,2,1400,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,50
0,0,0,0,-1,-1,-1,1,-1,1,1,-2,1,0,1,-2,1402,10
0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1403,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,20
2,2,1,0,0,0,0,0,0,0,2,2,0,2,0,2,1405,50
1,0,2,1,0,0,1,1,0,1,-1,-1,0,1,-1,0,1406,10
0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1407,0
-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1408,20
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,30
-1,0,-1,-1,-2,0,0,0,0,0,2,0,-1,0,-1,2,1411,0
0,0,0,0,0,0,0,1,-1,0,1,0,0,1,0,1,1412,0
0,0,0,-1,0,-1,0,0,0,-2,0,0,-2,0,0,0,1413,-20
0,0,0,-1,0,0,-1,0,0,0,1,0,0,1,0,1,1414,-10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,0
0,1,1,0,-1,0,-1,0,0,0,2,-1,0,2,0,0,1416,30
0,0,1,1,0,-1,0,0,0,0,1,0,0,0,2,0,1417,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,20
0,0,1,0,0,0,0,0,0,0,0,0,-2,0,0,2,1419,30
0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1420,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,50
-2,0,1,-1,1,0,-1,-1,0,0,0,0,0,-1,0,0,1422,30
0,-1,0,1,0,0,1,0,0,0,0,1,0,-1,0,0,1423,-10
0,0,0,-1,-1,-2,-1,1,0,-1,-2,1,0,0,0,0,1424,-10
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1425,-20
0,0,2,0,0,2,0,1,2,0,2,2,2,0,0,0,1426,50
0,1,2,1,0,1,-1,0,1,1,1,1,0,0,1,0,1427,30
